[2025-03-09T09:12:18.497+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-03-09T09:12:18.538+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T09:12:18.552+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T09:12:18.553+0000] {taskinstance.py:2306} INFO - Starting attempt 3 of 3
[2025-03-09T09:12:18.566+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): collect_and_save_match_data_to_json_to_s3> on 2025-03-08 01:00:00+00:00
[2025-03-09T09:12:18.574+0000] {standard_task_runner.py:63} INFO - Started process 14788 to run task
[2025-03-09T09:12:18.578+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_nexon_data_sequential', 'collect_and_save_match_data_to_json_to_s3', 'scheduled__2025-03-08T01:00:00+00:00', '--job-id', '46', '--raw', '--subdir', 'DAGS_FOLDER/collect_match_info.py', '--cfg-path', '/tmp/tmpwa5jpe54']
[2025-03-09T09:12:18.581+0000] {standard_task_runner.py:91} INFO - Job 46: Subtask collect_and_save_match_data_to_json_to_s3
[2025-03-09T09:12:18.645+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [running]> on host 40942f81e2c9
[2025-03-09T09:19:35.816+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 568 / 1000...190번째 유저 처리중
[2025-03-09T09:19:36.650+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 569 / 1000...190번째 유저 처리중
[2025-03-09T09:19:37.259+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 570 / 1000...190번째 유저 처리중
[2025-03-09T09:19:38.039+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 571 / 1000...191번째 유저 처리중
[2025-03-09T09:19:38.835+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 572 / 1000...191번째 유저 처리중
[2025-03-09T09:19:39.436+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 573 / 1000...191번째 유저 처리중
[2025-03-09T09:19:40.198+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 574 / 1000...192번째 유저 처리중
[2025-03-09T09:19:41.163+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 575 / 1000...192번째 유저 처리중
[2025-03-09T09:19:41.792+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 576 / 1000...192번째 유저 처리중
[2025-03-09T09:19:42.543+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 577 / 1000...193번째 유저 처리중
[2025-03-09T09:19:43.787+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 578 / 1000...193번째 유저 처리중
[2025-03-09T09:19:44.390+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 579 / 1000...193번째 유저 처리중
[2025-03-09T09:19:45.102+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 580 / 1000...194번째 유저 처리중
[2025-03-09T09:19:45.954+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 581 / 1000...194번째 유저 처리중
[2025-03-09T09:19:46.516+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 582 / 1000...194번째 유저 처리중
[2025-03-09T09:19:47.287+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 583 / 1000...195번째 유저 처리중
[2025-03-09T09:19:48.406+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 584 / 1000...195번째 유저 처리중
[2025-03-09T09:19:49.003+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 585 / 1000...195번째 유저 처리중
[2025-03-09T09:19:49.721+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 586 / 1000...196번째 유저 처리중
[2025-03-09T09:19:50.818+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 587 / 1000...196번째 유저 처리중
[2025-03-09T09:19:51.407+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 588 / 1000...196번째 유저 처리중
[2025-03-09T09:19:51.939+0000] {collect_match_info.py:61} WARNING - API 호출 실패 - status=400, url=https://open.api.nexon.com/fconline/v1/id?nickname=TainanDalpra
[2025-03-09T09:19:52.633+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 589 / 1000...198번째 유저 처리중
[2025-03-09T09:19:53.809+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 590 / 1000...198번째 유저 처리중
[2025-03-09T09:19:54.372+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 591 / 1000...198번째 유저 처리중
[2025-03-09T09:19:55.055+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 592 / 1000...199번째 유저 처리중
[2025-03-09T09:19:56.202+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 593 / 1000...199번째 유저 처리중
[2025-03-09T09:19:56.797+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 594 / 1000...199번째 유저 처리중
[2025-03-09T09:19:57.530+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 595 / 1000...200번째 유저 처리중
[2025-03-09T09:19:58.588+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 596 / 1000...200번째 유저 처리중
[2025-03-09T09:19:59.184+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 597 / 1000...200번째 유저 처리중
[2025-03-09T09:19:59.908+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 598 / 1000...201번째 유저 처리중
[2025-03-09T09:20:01.032+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 599 / 1000...201번째 유저 처리중
[2025-03-09T09:20:01.635+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 600 / 1000...201번째 유저 처리중
[2025-03-09T09:20:02.338+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 601 / 1000...202번째 유저 처리중
[2025-03-09T09:20:03.416+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 602 / 1000...202번째 유저 처리중
[2025-03-09T09:20:03.944+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 603 / 1000...202번째 유저 처리중
[2025-03-09T09:20:04.655+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 604 / 1000...203번째 유저 처리중
[2025-03-09T09:20:05.714+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 605 / 1000...203번째 유저 처리중
[2025-03-09T09:20:06.314+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 606 / 1000...203번째 유저 처리중
[2025-03-09T09:20:07.060+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 607 / 1000...204번째 유저 처리중
[2025-03-09T09:20:08.460+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 608 / 1000...204번째 유저 처리중
[2025-03-09T09:20:08.992+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 609 / 1000...204번째 유저 처리중
[2025-03-09T09:20:09.720+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 610 / 1000...205번째 유저 처리중
[2025-03-09T09:20:10.800+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 611 / 1000...205번째 유저 처리중
[2025-03-09T09:20:11.397+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 612 / 1000...205번째 유저 처리중
[2025-03-09T09:20:12.123+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 613 / 1000...206번째 유저 처리중
[2025-03-09T09:20:13.131+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 614 / 1000...206번째 유저 처리중
[2025-03-09T09:20:13.749+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 615 / 1000...206번째 유저 처리중
[2025-03-09T09:20:14.481+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 616 / 1000...207번째 유저 처리중
[2025-03-09T09:20:15.265+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 617 / 1000...207번째 유저 처리중
[2025-03-09T09:20:15.858+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 618 / 1000...207번째 유저 처리중
[2025-03-09T09:20:16.591+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 619 / 1000...208번째 유저 처리중
[2025-03-09T09:20:17.582+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 620 / 1000...208번째 유저 처리중
[2025-03-09T09:20:18.178+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 621 / 1000...208번째 유저 처리중
[2025-03-09T09:20:18.943+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 622 / 1000...209번째 유저 처리중
[2025-03-09T09:20:19.762+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 623 / 1000...209번째 유저 처리중
[2025-03-09T09:20:20.355+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 624 / 1000...209번째 유저 처리중
[2025-03-09T09:20:21.114+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 625 / 1000...210번째 유저 처리중
[2025-03-09T09:20:21.939+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 626 / 1000...210번째 유저 처리중
[2025-03-09T09:20:22.546+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 627 / 1000...210번째 유저 처리중
[2025-03-09T09:20:23.303+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 628 / 1000...211번째 유저 처리중
[2025-03-09T09:20:24.512+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 629 / 1000...211번째 유저 처리중
[2025-03-09T09:20:25.100+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 630 / 1000...211번째 유저 처리중
[2025-03-09T09:20:25.838+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 631 / 1000...212번째 유저 처리중
[2025-03-09T09:20:26.806+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 632 / 1000...212번째 유저 처리중
[2025-03-09T09:20:27.362+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 633 / 1000...212번째 유저 처리중
[2025-03-09T09:20:28.130+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 634 / 1000...213번째 유저 처리중
[2025-03-09T09:20:29.635+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 635 / 1000...213번째 유저 처리중
[2025-03-09T09:20:30.206+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 636 / 1000...213번째 유저 처리중
[2025-03-09T09:20:30.973+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 637 / 1000...214번째 유저 처리중
[2025-03-09T09:20:32.009+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 638 / 1000...214번째 유저 처리중
[2025-03-09T09:20:32.533+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 639 / 1000...214번째 유저 처리중
[2025-03-09T09:20:33.231+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 640 / 1000...215번째 유저 처리중
[2025-03-09T09:20:34.590+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 641 / 1000...215번째 유저 처리중
[2025-03-09T09:20:35.183+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 642 / 1000...215번째 유저 처리중
[2025-03-09T09:20:35.945+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 643 / 1000...216번째 유저 처리중
[2025-03-09T09:20:37.111+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 644 / 1000...216번째 유저 처리중
[2025-03-09T09:20:37.709+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 645 / 1000...216번째 유저 처리중
[2025-03-09T09:20:38.469+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 646 / 1000...217번째 유저 처리중
[2025-03-09T09:20:39.362+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 647 / 1000...217번째 유저 처리중
[2025-03-09T09:20:39.945+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 648 / 1000...217번째 유저 처리중
[2025-03-09T09:20:40.716+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 649 / 1000...218번째 유저 처리중
[2025-03-09T09:20:41.800+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 650 / 1000...218번째 유저 처리중
[2025-03-09T09:20:42.404+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 651 / 1000...218번째 유저 처리중
[2025-03-09T09:20:43.158+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 652 / 1000...219번째 유저 처리중
[2025-03-09T09:20:44.906+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 653 / 1000...219번째 유저 처리중
[2025-03-09T09:20:45.494+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 654 / 1000...219번째 유저 처리중
[2025-03-09T09:20:46.231+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 655 / 1000...220번째 유저 처리중
[2025-03-09T09:20:47.302+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 656 / 1000...220번째 유저 처리중
[2025-03-09T09:20:47.894+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 657 / 1000...220번째 유저 처리중
[2025-03-09T09:20:48.648+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 658 / 1000...221번째 유저 처리중
[2025-03-09T09:20:49.452+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 659 / 1000...221번째 유저 처리중
[2025-03-09T09:20:49.981+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 660 / 1000...221번째 유저 처리중
[2025-03-09T09:20:50.740+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 661 / 1000...222번째 유저 처리중
[2025-03-09T09:20:51.527+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 662 / 1000...222번째 유저 처리중
[2025-03-09T09:20:52.116+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 663 / 1000...222번째 유저 처리중
[2025-03-09T09:20:52.891+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 664 / 1000...223번째 유저 처리중
[2025-03-09T09:20:53.696+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 665 / 1000...223번째 유저 처리중
[2025-03-09T09:20:54.289+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 666 / 1000...223번째 유저 처리중
[2025-03-09T09:20:55.035+0000] {collect_match_info.py:50} INFO - [test_e6909888ec92f5b5f491e01bee9522ac400c1e853372ba9018fba3789dc32742efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 667 / 1000...224번째 유저 처리중
