[2025-03-09T10:53:43.740+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-03-09T10:53:43.780+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T10:53:43.794+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [queued]>
[2025-03-09T10:53:43.795+0000] {taskinstance.py:2306} INFO - Starting attempt 4 of 5
[2025-03-09T10:53:43.807+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): collect_and_save_match_data_to_json_to_s3> on 2025-03-08 01:00:00+00:00
[2025-03-09T10:53:43.815+0000] {standard_task_runner.py:63} INFO - Started process 17994 to run task
[2025-03-09T10:53:43.819+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_nexon_data_sequential', 'collect_and_save_match_data_to_json_to_s3', 'scheduled__2025-03-08T01:00:00+00:00', '--job-id', '47', '--raw', '--subdir', 'DAGS_FOLDER/collect_match_info.py', '--cfg-path', '/tmp/tmpz0p37iqh']
[2025-03-09T10:53:43.822+0000] {standard_task_runner.py:91} INFO - Job 47: Subtask collect_and_save_match_data_to_json_to_s3
[2025-03-09T10:53:43.885+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-08T01:00:00+00:00 [running]> on host 40942f81e2c9
[2025-03-09T10:57:53.429+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 325 / 1000...109번째 유저 처리중
[2025-03-09T10:57:54.425+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 326 / 1000...109번째 유저 처리중
[2025-03-09T10:57:55.039+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 327 / 1000...109번째 유저 처리중
[2025-03-09T10:57:55.817+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 328 / 1000...110번째 유저 처리중
[2025-03-09T10:57:56.638+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 329 / 1000...110번째 유저 처리중
[2025-03-09T10:57:57.230+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 330 / 1000...110번째 유저 처리중
[2025-03-09T10:57:57.986+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 331 / 1000...111번째 유저 처리중
[2025-03-09T10:57:58.853+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 332 / 1000...111번째 유저 처리중
[2025-03-09T10:57:59.445+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 333 / 1000...111번째 유저 처리중
[2025-03-09T10:58:00.234+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 334 / 1000...112번째 유저 처리중
[2025-03-09T10:58:01.224+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 335 / 1000...112번째 유저 처리중
[2025-03-09T10:58:01.818+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 336 / 1000...112번째 유저 처리중
[2025-03-09T10:58:02.568+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 337 / 1000...113번째 유저 처리중
[2025-03-09T10:58:03.540+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 338 / 1000...113번째 유저 처리중
[2025-03-09T10:58:04.135+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 339 / 1000...113번째 유저 처리중
[2025-03-09T10:58:04.883+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 340 / 1000...114번째 유저 처리중
[2025-03-09T10:58:05.928+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 341 / 1000...114번째 유저 처리중
[2025-03-09T10:58:06.530+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 342 / 1000...114번째 유저 처리중
[2025-03-09T10:58:07.254+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 343 / 1000...115번째 유저 처리중
[2025-03-09T10:58:08.182+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 344 / 1000...115번째 유저 처리중
[2025-03-09T10:58:08.750+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 345 / 1000...115번째 유저 처리중
[2025-03-09T10:58:09.495+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 346 / 1000...116번째 유저 처리중
[2025-03-09T10:58:10.725+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 347 / 1000...116번째 유저 처리중
[2025-03-09T10:58:11.285+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 348 / 1000...116번째 유저 처리중
[2025-03-09T10:58:11.983+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 349 / 1000...117번째 유저 처리중
[2025-03-09T10:58:13.004+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 350 / 1000...117번째 유저 처리중
[2025-03-09T10:58:13.594+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 351 / 1000...117번째 유저 처리중
[2025-03-09T10:58:14.318+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 352 / 1000...118번째 유저 처리중
[2025-03-09T10:58:15.167+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 353 / 1000...118번째 유저 처리중
[2025-03-09T10:58:15.762+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 354 / 1000...118번째 유저 처리중
[2025-03-09T10:58:16.530+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 355 / 1000...119번째 유저 처리중
[2025-03-09T10:58:17.958+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 356 / 1000...119번째 유저 처리중
[2025-03-09T10:58:18.559+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 357 / 1000...119번째 유저 처리중
[2025-03-09T10:58:19.310+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 358 / 1000...120번째 유저 처리중
[2025-03-09T10:58:20.352+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 359 / 1000...120번째 유저 처리중
[2025-03-09T10:58:20.953+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 360 / 1000...120번째 유저 처리중
[2025-03-09T10:58:21.701+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 361 / 1000...121번째 유저 처리중
[2025-03-09T10:58:22.515+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 362 / 1000...121번째 유저 처리중
[2025-03-09T10:58:23.110+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 363 / 1000...121번째 유저 처리중
[2025-03-09T10:58:23.888+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 364 / 1000...122번째 유저 처리중
[2025-03-09T10:58:24.657+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 365 / 1000...122번째 유저 처리중
[2025-03-09T10:58:25.263+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 366 / 1000...122번째 유저 처리중
[2025-03-09T10:58:25.989+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 367 / 1000...123번째 유저 처리중
[2025-03-09T10:58:26.911+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 368 / 1000...123번째 유저 처리중
[2025-03-09T10:58:27.503+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 369 / 1000...123번째 유저 처리중
[2025-03-09T10:58:28.190+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 370 / 1000...124번째 유저 처리중
[2025-03-09T10:58:29.001+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 371 / 1000...124번째 유저 처리중
[2025-03-09T10:58:29.594+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 372 / 1000...124번째 유저 처리중
[2025-03-09T10:58:30.318+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 373 / 1000...125번째 유저 처리중
[2025-03-09T10:58:31.400+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 374 / 1000...125번째 유저 처리중
[2025-03-09T10:58:31.968+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 375 / 1000...125번째 유저 처리중
[2025-03-09T10:58:32.654+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 376 / 1000...126번째 유저 처리중
[2025-03-09T10:58:33.443+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 377 / 1000...126번째 유저 처리중
[2025-03-09T10:58:34.057+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 378 / 1000...126번째 유저 처리중
[2025-03-09T10:58:34.826+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 379 / 1000...127번째 유저 처리중
[2025-03-09T10:58:35.637+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 380 / 1000...127번째 유저 처리중
[2025-03-09T10:58:36.167+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 381 / 1000...127번째 유저 처리중
[2025-03-09T10:58:36.970+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 382 / 1000...128번째 유저 처리중
[2025-03-09T10:58:38.181+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 383 / 1000...128번째 유저 처리중
[2025-03-09T10:58:38.775+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 384 / 1000...128번째 유저 처리중
[2025-03-09T10:58:39.540+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 385 / 1000...129번째 유저 처리중
[2025-03-09T10:58:40.355+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 386 / 1000...129번째 유저 처리중
[2025-03-09T10:58:40.950+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 387 / 1000...129번째 유저 처리중
[2025-03-09T10:58:41.704+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 388 / 1000...130번째 유저 처리중
[2025-03-09T10:58:42.556+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 389 / 1000...130번째 유저 처리중
[2025-03-09T10:58:43.159+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 390 / 1000...130번째 유저 처리중
[2025-03-09T10:58:43.898+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 391 / 1000...131번째 유저 처리중
[2025-03-09T10:58:44.683+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 392 / 1000...131번째 유저 처리중
[2025-03-09T10:58:45.274+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 393 / 1000...131번째 유저 처리중
[2025-03-09T10:58:45.999+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 394 / 1000...132번째 유저 처리중
[2025-03-09T10:58:47.558+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 395 / 1000...132번째 유저 처리중
[2025-03-09T10:58:48.150+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 396 / 1000...132번째 유저 처리중
[2025-03-09T10:58:48.911+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 397 / 1000...133번째 유저 처리중
[2025-03-09T10:58:49.879+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 398 / 1000...133번째 유저 처리중
[2025-03-09T10:58:50.484+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 399 / 1000...133번째 유저 처리중
[2025-03-09T10:58:51.212+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 400 / 1000...134번째 유저 처리중
[2025-03-09T10:58:52.413+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 401 / 1000...134번째 유저 처리중
[2025-03-09T10:58:53.012+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 402 / 1000...134번째 유저 처리중
[2025-03-09T10:58:53.783+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 403 / 1000...135번째 유저 처리중
[2025-03-09T10:58:54.798+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 404 / 1000...135번째 유저 처리중
[2025-03-09T10:58:55.402+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 405 / 1000...135번째 유저 처리중
[2025-03-09T10:58:56.138+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 406 / 1000...136번째 유저 처리중
[2025-03-09T10:58:57.172+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 407 / 1000...136번째 유저 처리중
[2025-03-09T10:58:57.765+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 408 / 1000...136번째 유저 처리중
[2025-03-09T10:58:58.534+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 409 / 1000...137번째 유저 처리중
[2025-03-09T10:58:59.517+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 410 / 1000...137번째 유저 처리중
[2025-03-09T10:59:00.107+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 411 / 1000...137번째 유저 처리중
[2025-03-09T10:59:00.881+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 412 / 1000...138번째 유저 처리중
[2025-03-09T10:59:01.918+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 413 / 1000...138번째 유저 처리중
[2025-03-09T10:59:02.543+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 414 / 1000...138번째 유저 처리중
[2025-03-09T10:59:03.302+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 415 / 1000...139번째 유저 처리중
[2025-03-09T10:59:04.152+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 416 / 1000...139번째 유저 처리중
[2025-03-09T10:59:04.744+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 417 / 1000...139번째 유저 처리중
[2025-03-09T10:59:05.469+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 418 / 1000...140번째 유저 처리중
[2025-03-09T10:59:06.339+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 419 / 1000...140번째 유저 처리중
[2025-03-09T10:59:06.942+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 420 / 1000...140번째 유저 처리중
[2025-03-09T10:59:07.693+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 421 / 1000...141번째 유저 처리중
[2025-03-09T10:59:08.920+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 422 / 1000...141번째 유저 처리중
[2025-03-09T10:59:09.487+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 423 / 1000...141번째 유저 처리중
[2025-03-09T10:59:10.256+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 424 / 1000...142번째 유저 처리중
[2025-03-09T10:59:11.074+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 425 / 1000...142번째 유저 처리중
[2025-03-09T10:59:11.669+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 426 / 1000...142번째 유저 처리중
[2025-03-09T10:59:12.434+0000] {collect_match_info.py:50} INFO - [test_82009af2d05a226d81e500370a7cc07352301037b9b75d6b31132508dbab414aefe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 427 / 1000...143번째 유저 처리중
