[2025-03-13T01:40:02.030+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-03-13T01:40:02.074+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-12T01:40:00+00:00 [queued]>
[2025-03-13T01:40:02.089+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-12T01:40:00+00:00 [queued]>
[2025-03-13T01:40:02.089+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-03-13T01:40:02.259+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): collect_and_save_match_data_to_json_to_s3> on 2025-03-12 01:40:00+00:00
[2025-03-13T01:40:02.267+0000] {standard_task_runner.py:63} INFO - Started process 6030 to run task
[2025-03-13T01:40:02.271+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_nexon_data_sequential', 'collect_and_save_match_data_to_json_to_s3', 'scheduled__2025-03-12T01:40:00+00:00', '--job-id', '107', '--raw', '--subdir', 'DAGS_FOLDER/collect_match_info_dag.py', '--cfg-path', '/tmp/tmp3di6i1mu']
[2025-03-13T01:40:02.274+0000] {standard_task_runner.py:91} INFO - Job 107: Subtask collect_and_save_match_data_to_json_to_s3
[2025-03-13T01:40:02.339+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-12T01:40:00+00:00 [running]> on host a0d797a25898
[2025-03-13T01:51:59.017+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 886 / 1000...297번째 유저 처리중
[2025-03-13T01:52:00.731+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 887 / 1000...297번째 유저 처리중
[2025-03-13T01:52:01.291+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 888 / 1000...297번째 유저 처리중
[2025-03-13T01:52:02.063+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 889 / 1000...298번째 유저 처리중
[2025-03-13T01:52:03.690+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 890 / 1000...298번째 유저 처리중
[2025-03-13T01:52:04.281+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 891 / 1000...298번째 유저 처리중
[2025-03-13T01:52:05.015+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 892 / 1000...299번째 유저 처리중
[2025-03-13T01:52:06.300+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 893 / 1000...299번째 유저 처리중
[2025-03-13T01:52:06.891+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 894 / 1000...299번째 유저 처리중
[2025-03-13T01:52:07.670+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 895 / 1000...300번째 유저 처리중
[2025-03-13T01:52:08.674+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 896 / 1000...300번째 유저 처리중
[2025-03-13T01:52:09.286+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 897 / 1000...300번째 유저 처리중
[2025-03-13T01:52:10.054+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 898 / 1000...301번째 유저 처리중
[2025-03-13T01:52:11.300+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 899 / 1000...301번째 유저 처리중
[2025-03-13T01:52:11.899+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 900 / 1000...301번째 유저 처리중
[2025-03-13T01:52:12.645+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 901 / 1000...302번째 유저 처리중
[2025-03-13T01:52:13.763+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 902 / 1000...302번째 유저 처리중
[2025-03-13T01:52:14.354+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 903 / 1000...302번째 유저 처리중
[2025-03-13T01:52:15.143+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 904 / 1000...303번째 유저 처리중
[2025-03-13T01:52:16.266+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 905 / 1000...303번째 유저 처리중
[2025-03-13T01:52:16.834+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 906 / 1000...303번째 유저 처리중
[2025-03-13T01:52:17.565+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 907 / 1000...304번째 유저 처리중
[2025-03-13T01:52:18.738+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 908 / 1000...304번째 유저 처리중
[2025-03-13T01:52:19.335+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 909 / 1000...304번째 유저 처리중
[2025-03-13T01:52:20.096+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 910 / 1000...305번째 유저 처리중
[2025-03-13T01:52:21.244+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 911 / 1000...305번째 유저 처리중
[2025-03-13T01:52:21.860+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 912 / 1000...305번째 유저 처리중
[2025-03-13T01:52:22.643+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 913 / 1000...306번째 유저 처리중
[2025-03-13T01:52:24.183+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 914 / 1000...306번째 유저 처리중
[2025-03-13T01:52:24.713+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 915 / 1000...306번째 유저 처리중
[2025-03-13T01:52:25.483+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 916 / 1000...307번째 유저 처리중
[2025-03-13T01:52:26.496+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 917 / 1000...307번째 유저 처리중
[2025-03-13T01:52:27.063+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 918 / 1000...307번째 유저 처리중
[2025-03-13T01:52:27.800+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 919 / 1000...308번째 유저 처리중
[2025-03-13T01:52:28.955+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 920 / 1000...308번째 유저 처리중
[2025-03-13T01:52:29.548+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 921 / 1000...308번째 유저 처리중
[2025-03-13T01:52:30.338+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 922 / 1000...309번째 유저 처리중
[2025-03-13T01:52:31.348+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 923 / 1000...309번째 유저 처리중
[2025-03-13T01:52:31.910+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 924 / 1000...309번째 유저 처리중
[2025-03-13T01:52:32.688+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 925 / 1000...310번째 유저 처리중
[2025-03-13T01:52:33.754+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 926 / 1000...310번째 유저 처리중
[2025-03-13T01:52:34.357+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 927 / 1000...310번째 유저 처리중
[2025-03-13T01:52:35.133+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 928 / 1000...311번째 유저 처리중
[2025-03-13T01:52:36.394+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 929 / 1000...311번째 유저 처리중
[2025-03-13T01:52:36.997+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 930 / 1000...311번째 유저 처리중
[2025-03-13T01:52:37.774+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 931 / 1000...312번째 유저 처리중
[2025-03-13T01:52:38.799+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 932 / 1000...312번째 유저 처리중
[2025-03-13T01:52:39.401+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 933 / 1000...312번째 유저 처리중
[2025-03-13T01:52:40.152+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 934 / 1000...313번째 유저 처리중
[2025-03-13T01:52:41.204+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 935 / 1000...313번째 유저 처리중
[2025-03-13T01:52:41.799+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 936 / 1000...313번째 유저 처리중
[2025-03-13T01:52:42.558+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 937 / 1000...314번째 유저 처리중
[2025-03-13T01:52:43.853+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 938 / 1000...314번째 유저 처리중
[2025-03-13T01:52:44.488+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 939 / 1000...314번째 유저 처리중
[2025-03-13T01:52:45.252+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 940 / 1000...315번째 유저 처리중
[2025-03-13T01:52:46.384+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 941 / 1000...315번째 유저 처리중
[2025-03-13T01:52:46.977+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 942 / 1000...315번째 유저 처리중
[2025-03-13T01:52:47.701+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 943 / 1000...316번째 유저 처리중
[2025-03-13T01:52:49.345+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 944 / 1000...316번째 유저 처리중
[2025-03-13T01:52:49.947+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 945 / 1000...316번째 유저 처리중
[2025-03-13T01:52:50.706+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 946 / 1000...317번째 유저 처리중
[2025-03-13T01:52:51.777+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 947 / 1000...317번째 유저 처리중
[2025-03-13T01:52:52.368+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 948 / 1000...317번째 유저 처리중
[2025-03-13T01:52:53.143+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 949 / 1000...318번째 유저 처리중
[2025-03-13T01:52:54.269+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 950 / 1000...318번째 유저 처리중
[2025-03-13T01:52:54.874+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 951 / 1000...318번째 유저 처리중
[2025-03-13T01:52:55.638+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 952 / 1000...319번째 유저 처리중
[2025-03-13T01:52:56.698+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 953 / 1000...319번째 유저 처리중
[2025-03-13T01:52:57.258+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 954 / 1000...319번째 유저 처리중
[2025-03-13T01:52:58.036+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 955 / 1000...320번째 유저 처리중
[2025-03-13T01:52:58.853+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 956 / 1000...320번째 유저 처리중
[2025-03-13T01:52:59.452+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 957 / 1000...320번째 유저 처리중
[2025-03-13T01:53:00.181+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 958 / 1000...321번째 유저 처리중
[2025-03-13T01:53:01.241+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 959 / 1000...321번째 유저 처리중
[2025-03-13T01:53:01.833+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 960 / 1000...321번째 유저 처리중
[2025-03-13T01:53:02.547+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 961 / 1000...322번째 유저 처리중
[2025-03-13T01:53:03.651+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 962 / 1000...322번째 유저 처리중
[2025-03-13T01:53:04.257+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 963 / 1000...322번째 유저 처리중
[2025-03-13T01:53:05.011+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 964 / 1000...323번째 유저 처리중
[2025-03-13T01:53:05.977+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 965 / 1000...323번째 유저 처리중
[2025-03-13T01:53:06.586+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 966 / 1000...323번째 유저 처리중
[2025-03-13T01:53:07.345+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 967 / 1000...324번째 유저 처리중
[2025-03-13T01:53:08.253+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 968 / 1000...324번째 유저 처리중
[2025-03-13T01:53:08.855+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 969 / 1000...324번째 유저 처리중
[2025-03-13T01:53:09.614+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 970 / 1000...325번째 유저 처리중
[2025-03-13T01:53:10.805+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 971 / 1000...325번째 유저 처리중
[2025-03-13T01:53:11.407+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 972 / 1000...325번째 유저 처리중
[2025-03-13T01:53:12.180+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 973 / 1000...326번째 유저 처리중
[2025-03-13T01:53:13.212+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 974 / 1000...326번째 유저 처리중
[2025-03-13T01:53:13.804+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 975 / 1000...326번째 유저 처리중
[2025-03-13T01:53:14.580+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 976 / 1000...327번째 유저 처리중
[2025-03-13T01:53:15.630+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 977 / 1000...327번째 유저 처리중
[2025-03-13T01:53:16.222+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 978 / 1000...327번째 유저 처리중
[2025-03-13T01:53:17.020+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 979 / 1000...328번째 유저 처리중
[2025-03-13T01:53:18.203+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 980 / 1000...328번째 유저 처리중
[2025-03-13T01:53:18.803+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 981 / 1000...328번째 유저 처리중
[2025-03-13T01:53:19.552+0000] {collect_match_info_dag.py:70} INFO - [test_5010efba3682683b12924285f5b57fddd72020c6ab59dd21296f0ee0c67d1cf2efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 982 / 1000...329번째 유저 처리중
